Country,Region,Date,Age,Cases,Deaths
Denmark,All,2021.06.15,80,3637,499
Denmark,All,2021.06.15,85,2409,492
Denmark,All,2021.06.15,90,1334,364
Denmark,All,2021.06.15,95,467,164
Denmark,All,2021.06.15,100,76,34
Dominican Republic,All,2020.06.15,0,429,8
Dominican Republic,All,2020.06.15,5,465,0
Dominican Republic,All,2020.06.15,10,444,1
Dominican Republic,All,2020.06.15,15,693,2
Dominican Republic,All,2020.06.15,20,1650,7
Dominican Republic,All,2020.06.15,25,2947,11
Dominican Republic,All,2020.06.15,30,2947,15
Dominican Republic,All,2020.06.15,35,2448,21
Dominican Republic,All,2020.06.15,40,2214,25
Dominican Republic,All,2020.06.15,45,2102,33
Dominican Republic,All,2020.06.15,50,1895,48
Dominican Republic,All,2020.06.15,55,1539,57
Dominican Republic,All,2020.06.15,60,1113,57
Dominican Republic,All,2020.06.15,65,760,53
Dominican Republic,All,2020.06.15,70,524,47
Dominican Republic,All,2020.06.15,75,397,44
Dominican Republic,All,2020.06.15,80,358,47
Dominican Republic,All,2020.06.15,85,299,45
Dominican Republic,All,2020.06.15,90,224,38
Dominican Republic,All,2020.06.15,95,146,28
Dominican Republic,All,2020.06.15,100,82,18
Ecuador,All,2020.07.31,0,483,54
Ecuador,All,2020.07.31,5,567,14
Ecuador,All,2020.07.31,10,937,12
Ecuador,All,2020.07.31,15,1723,20
Ecuador,All,2020.07.31,20,3950,38
Ecuador,All,2020.07.31,25,8621,63
Ecuador,All,2020.07.31,30,10131,125
Ecuador,All,2020.07.31,35,8779,157
Ecuador,All,2020.07.31,40,7672,313
Ecuador,All,2020.07.31,45,6514,480
Ecuador,All,2020.07.31,50,6071,700
Ecuador,All,2020.07.31,55,5826,1041
Ecuador,All,2020.07.31,60,4703,1400
Ecuador,All,2020.07.31,65,3711,1573
Ecuador,All,2020.07.31,70,2818,1464
Ecuador,All,2020.07.31,75,1969,1204
Ecuador,All,2020.07.31,80,1459,1003
Ecuador,All,2020.07.31,85,878,620
Ecuador,All,2020.07.31,90,341,243
Ecuador,All,2020.07.31,95,97,73
Ecuador,All,2020.07.31,100,26,18
El Salvador,All,2021.06.14,0,416,0
El Salvador,All,2021.06.14,5,639,0
El Salvador,All,2021.06.14,10,1053,0
El Salvador,All,2021.06.14,15,1960,0
El Salvador,All,2021.06.14,20,4195,0
El Salvador,All,2021.06.14,25,7262,0
El Salvador,All,2021.06.14,30,9373,0
El Salvador,All,2021.06.14,35,10124,0
El Salvador,All,2021.06.14,40,9646,2
El Salvador,All,2021.06.14,45,7952,4
El Salvador,All,2021.06.14,50,6262,5
El Salvador,All,2021.06.14,55,4938,6
El Salvador,All,2021.06.14,60,3747,4
El Salvador,All,2021.06.14,65,2830,4
El Salvador,All,2021.06.14,70,1903,3
El Salvador,All,2021.06.14,75,1353,2
El Salvador,All,2021.06.14,80,909,1
El Salvador,All,2021.06.14,85,506,1
El Salvador,All,2021.06.14,90,207,1
El Salvador,All,2021.06.14,95,58,0
El Salvador,All,2021.06.14,100,8,0
England,All,2021.06.10,0,0,2
England,All,2021.06.10,5,0,5
England,All,2021.06.10,10,0,11
England,All,2021.06.10,15,0,21
England,All,2021.06.10,20,0,41
England,All,2021.06.10,25,0,81
England,All,2021.06.10,30,0,162
England,All,2021.06.10,35,0,325
England,All,2021.06.10,40,0,633
England,All,2021.06.10,45,0,1142
England,All,2021.06.10,50,0,1842
England,All,2021.06.10,55,0,2667
England,All,2021.06.10,60,0,3683
England,All,2021.06.10,65,0,5404
England,All,2021.06.10,70,0,8908
England,All,2021.06.10,75,0,15397
England,All,2021.06.10,80,0,21587
England,All,2021.06.10,85,0,17221
England,All,2021.06.10,90,0,6636
England,All,2021.06.10,95,0,1319
England,All,2021.06.10,100,0,164
England and Wales,All,2021.05.28,0,0,1
England and Wales,All,2021.05.28,5,0,3
England and Wales,All,2021.05.28,10,0,9
England and Wales,All,2021.05.28,15,0,25
England and Wales,All,2021.05.28,20,0,61
England and Wales,All,2021.05.28,25,0,129
England and Wales,All,2021.05.28,30,0,251
England and Wales,All,2021.05.28,35,0,432
England and Wales,All,2021.05.28,40,0,719
England and Wales,All,2021.05.28,45,0,1395
England and Wales,All,2021.05.28,50,0,2546
England and Wales,All,2021.05.28,55,0,4203
England and Wales,All,2021.05.28,60,0,6280
England and Wales,All,2021.05.28,65,0,8488
England and Wales,All,2021.05.28,70,0,13390
England and Wales,All,2021.05.28,75,0,18646
England and Wales,All,2021.05.28,80,0,25381
England and Wales,All,2021.05.28,85,0,27893
England and Wales,All,2021.05.28,90,0,22614
England and Wales,All,2021.05.28,95,0,7088
England and Wales,All,2021.05.28,100,0,721
Equatorial Guinea,All,2021.06.15,0,146,0
Equatorial Guinea,All,2021.06.15,5,246,0
Equatorial Guinea,All,2021.06.15,10,349,0
Equatorial Guinea,All,2021.06.15,15,419,0
Equatorial Guinea,All,2021.06.15,20,623,0
Equatorial Guinea,All,2021.06.15,25,842,0
Equatorial Guinea,All,2021.06.15,30,1048,0
Equatorial Guinea,All,2021.06.15,35,1022,0
Equatorial Guinea,All,2021.06.15,40,900,0
Equatorial Guinea,All,2021.06.15,45,786,0
Equatorial Guinea,All,2021.06.15,50,697,0
Equatorial Guinea,All,2021.06.15,55,440,0
Equatorial Guinea,All,2021.06.15,60,283,0
Equatorial Guinea,All,2021.06.15,65,174,0
Equatorial Guinea,All,2021.06.15,70,87,0
Equatorial Guinea,All,2021.06.15,75,50,0
Equatorial Guinea,All,2021.06.15,80,23,0
Equatorial Guinea,All,2021.06.15,85,9,0
Equatorial Guinea,All,2021.06.15,90,1,0
Equatorial Guinea,All,2021.06.15,95,0,0
Equatorial Guinea,All,2021.06.15,100,0,0
Estonia,All,2021.06.15,0,1990,0
Estonia,All,2021.06.15,5,3829,0
Estonia,All,2021.06.15,10,5862,0
Estonia,All,2021.06.15,15,7776,0
Estonia,All,2021.06.15,20,8196,0
Estonia,All,2021.06.15,25,8335,0
Estonia,All,2021.06.15,30,11639,0
Estonia,All,2021.06.15,35,11723,0
Estonia,All,2021.06.15,40,10903,0
Estonia,All,2021.06.15,45,10762,0
Estonia,All,2021.06.15,50,9557,0
Estonia,All,2021.06.15,55,9552,0
Estonia,All,2021.06.15,60,9250,0
Estonia,All,2021.06.15,65,6743,0
Estonia,All,2021.06.15,70,4785,0
Estonia,All,2021.06.15,75,2578,0
Estonia,All,2021.06.15,80,2897,0
Estonia,All,2021.06.15,85,1886,0
Estonia,All,2021.06.15,90,827,0
Estonia,All,2021.06.15,95,167,0
Estonia,All,2021.06.15,100,13,0
Eswatini,All,2021.04.18,0,263,0
Eswatini,All,2021.04.18,5,341,0
Eswatini,All,2021.04.18,10,497,0
Eswatini,All,2021.04.18,15,755,0
Eswatini,All,2021.04.18,20,1338,1
Eswatini,All,2021.04.18,25,2115,2
Eswatini,All,2021.04.18,30,2410,3
Eswatini,All,2021.04.18,35,2518,5
Eswatini,All,2021.04.18,40,1963,13
Eswatini,All,2021.04.18,45,1633,17
Eswatini,All,2021.04.18,50,1315,14
Eswatini,All,2021.04.18,55,1010,16
Eswatini,All,2021.04.18,60,752,24
Eswatini,All,2021.04.18,65,520,27
Eswatini,All,2021.04.18,70,371,23
Eswatini,All,2021.04.18,75,267,17
Eswatini,All,2021.04.18,80,193,8
Eswatini,All,2021.04.18,85,105,4
Eswatini,All,2021.04.18,90,35,1
Eswatini,All,2021.04.18,95,6,0
Eswatini,All,2021.04.18,100,1,0
Ethiopia,All,2020.05.09,0,2,0
Ethiopia,All,2020.05.09,5,1,0
Ethiopia,All,2020.05.09,10,7,0
Ethiopia,All,2020.05.09,15,15,0
Ethiopia,All,2020.05.09,20,32,0
Ethiopia,All,2020.05.09,25,30,0
Ethiopia,All,2020.05.09,30,28,0
Ethiopia,All,2020.05.09,35,26,0
Ethiopia,All,2020.05.09,40,18,0
Ethiopia,All,2020.05.09,45,13,0
Ethiopia,All,2020.05.09,50,9,0
Ethiopia,All,2020.05.09,55,3,1
Ethiopia,All,2020.05.09,60,9,1
Ethiopia,All,2020.05.09,65,2,2
Ethiopia,All,2020.05.09,70,3,0
Ethiopia,All,2020.05.09,75,3,1
Ethiopia,All,2020.05.09,80,0,0
Ethiopia,All,2020.05.09,85,0,0
Ethiopia,All,2020.05.09,90,0,0
Ethiopia,All,2020.05.09,95,0,0
Ethiopia,All,2020.05.09,100,0,0
Faroe Islands,All,2021.06.03,0,14,0
Faroe Islands,All,2021.06.03,5,24,0
Faroe Islands,All,2021.06.03,10,40,0
Faroe Islands,All,2021.06.03,15,61,0
Faroe Islands,All,2021.06.03,20,86,0
Faroe Islands,All,2021.06.03,25,78,0
Faroe Islands,All,2021.06.03,30,43,0
Faroe Islands,All,2021.06.03,35,35,0
Faroe Islands,All,2021.06.03,40,41,0
Faroe Islands,All,2021.06.03,45,44,0
Faroe Islands,All,2021.06.03,50,49,0
Faroe Islands,All,2021.06.03,55,41,0
Faroe Islands,All,2021.06.03,60,23,0
Faroe Islands,All,2021.06.03,65,16,0
Faroe Islands,All,2021.06.03,70,19,0
Faroe Islands,All,2021.06.03,75,12,0
Faroe Islands,All,2021.06.03,80,3,0
Faroe Islands,All,2021.06.03,85,1,0
Faroe Islands,All,2021.06.03,90,1,0
Faroe Islands,All,2021.06.03,95,0,0
Faroe Islands,All,2021.06.03,100,0,0
Finland,All,2021.06.14,0,106,0
Finland,All,2021.06.14,5,137,0
Finland,All,2021.06.14,10,167,0
Finland,All,2021.06.14,15,260,0
Finland,All,2021.06.14,20,530,0
Finland,All,2021.06.14,25,822,0
Finland,All,2021.06.14,30,719,2
Finland,All,2021.06.14,35,632,4
Finland,All,2021.06.14,40,597,4
Finland,All,2021.06.14,45,600,6
Finland,All,2021.06.14,50,714,15
Finland,All,2021.06.14,55,624,24
Finland,All,2021.06.14,60,396,28
Finland,All,2021.06.14,65,263,49
Finland,All,2021.06.14,70,214,109
Finland,All,2021.06.14,75,141,133
Finland,All,2021.06.14,80,140,165
Finland,All,2021.06.14,85,147,179
Finland,All,2021.06.14,90,136,153
Finland,All,2021.06.14,95,72,72
Finland,All,2021.06.14,100,15,14
France,All,2021.06.03,0,70030,1
France,All,2021.06.03,5,151093,2
France,All,2021.06.03,10,278818,2
France,All,2021.06.03,15,417317,6
France,All,2021.06.03,20,452394,25
France,All,2021.06.03,25,436444,53
France,All,2021.06.03,30,423372,90
France,All,2021.06.03,35,403709,159
France,All,2021.06.03,40,380654,270
France,All,2021.06.03,45,419103,553
France,All,2021.06.03,50,389355,1036
France,All,2021.06.03,55,338112,1946
France,All,2021.06.03,60,268093,3411
France,All,2021.06.03,65,219592,5799
France,All,2021.06.03,70,181315,8864
France,All,2021.06.03,75,117608,10088
France,All,2021.06.03,80,114172,15036
France,All,2021.06.03,85,110707,17529
France,All,2021.06.03,90,80658,12440
France,All,2021.06.03,95,40017,5576
France,All,2021.06.03,100,6373,815
Gambia,All,2021.01.19,0,12,0
Gambia,All,2021.01.19,5,31,0
Gambia,All,2021.01.19,10,76,0
Gambia,All,2021.01.19,15,177,0
Gambia,All,2021.01.19,20,379,0
Gambia,All,2021.01.19,25,591,0
Gambia,All,2021.01.19,30,596,0
Gambia,All,2021.01.19,35,485,0
Gambia,All,2021.01.19,40,392,0
Gambia,All,2021.01.19,45,299,0
Gambia,All,2021.01.19,50,246,0
Gambia,All,2021.01.19,55,194,0
Gambia,All,2021.01.19,60,146,0
Gambia,All,2021.01.19,65,114,0
Gambia,All,2021.01.19,70,82,1
Gambia,All,2021.01.19,75,50,0
Gambia,All,2021.01.19,80,25,0
Gambia,All,2021.01.19,85,9,0
Gambia,All,2021.01.19,90,2,0
Gambia,All,2021.01.19,95,0,0
Gambia,All,2021.01.19,100,0,0
Germany,All,2021.06.14,0,96178,9
Germany,All,2021.06.14,5,120896,2
Germany,All,2021.06.14,10,152222,3
Germany,All,2021.06.14,15,189755,10
Germany,All,2021.06.14,20,256891,23
Germany,All,2021.06.14,25,298128,46
Germany,All,2021.06.14,30,349329,97
Germany,All,2021.06.14,35,327812,160
Germany,All,2021.06.14,40,293147,260
Germany,All,2021.06.14,45,259792,450
Germany,All,2021.06.14,50,285798,1014
Germany,All,2021.06.14,55,252820,1913
Germany,All,2021.06.14,60,184193,3044
Germany,All,2021.06.14,65,139941,4849
Germany,All,2021.06.14,70,111664,7137
Germany,All,2021.06.14,75,108086,11666
Germany,All,2021.06.14,80,129516,19831
Germany,All,2021.06.14,85,85914,17732
Germany,All,2021.06.14,90,53208,14542
Germany,All,2021.06.14,95,19146,6843
Germany,All,2021.06.14,100,667,296
Greece,All,2021.05.26,0,4951,0
Greece,All,2021.05.26,5,7718,0
Greece,All,2021.05.26,10,11614,1
Greece,All,2021.05.26,15,15874,2
Greece,All,2021.05.26,20,21384,4
Greece,All,2021.05.26,25,27182,9
Greece,All,2021.05.26,30,33209,20
Greece,All,2021.05.26,35,43465,50
Greece,All,2021.05.26,40,45508,106
Greece,All,2021.05.26,45,40399,197
Greece,All,2021.05.26,50,33595,340
Greece,All,2021.05.26,55,24269,494
Greece,All,2021.05.26,60,18624,698
Greece,All,2021.05.26,65,13988,881
Greece,All,2021.05.26,70,12015,1158
Greece,All,2021.05.26,75,9525,1297
Greece,All,2021.05.26,80,10183,1852
Greece,All,2021.05.26,85,8312,1941
Greece,All,2021.05.26,90,4919,1454
Greece,All,2021.05.26,95,1921,715
Greece,All,2021.05.26,100,1464,688
Guatemala,All,2020.08.24,0,1019,0
Guatemala,All,2020.08.24,5,801,0
Guatemala,All,2020.08.24,10,883,0
Guatemala,All,2020.08.24,15,2009,0
Guatemala,All,2020.08.24,20,6310,0
Guatemala,All,2020.08.24,25,11967,0
Guatemala,All,2020.08.24,30,10429,0
Guatemala,All,2020.08.24,35,7829,0
Guatemala,All,2020.08.24,40,6605,0
Guatemala,All,2020.08.24,45,5741,0
Guatemala,All,2020.08.24,50,4667,0
Guatemala,All,2020.08.24,55,3549,0
Guatemala,All,2020.08.24,60,2673,0
Guatemala,All,2020.08.24,65,2046,0
Guatemala,All,2020.08.24,70,1296,0
Guatemala,All,2020.08.24,75,857,0
Guatemala,All,2020.08.24,80,527,0
Guatemala,All,2020.08.24,85,284,0
Guatemala,All,2020.08.24,90,116,0
Guatemala,All,2020.08.24,95,29,0
Guatemala,All,2020.08.24,100,4,0
Guinea,All,2021.01.14,0,375,0
Guinea,All,2021.01.14,5,203,0
Guinea,All,2021.01.14,10,341,0
Guinea,All,2021.01.14,15,798,0
Guinea,All,2021.01.14,20,1536,0
Guinea,All,2021.01.14,25,2063,0
Guinea,All,2021.01.14,30,2023,0
Guinea,All,2021.01.14,35,1642,0
Guinea,All,2021.01.14,40,1238,0
Guinea,All,2021.01.14,45,959,0
Guinea,All,2021.01.14,50,793,0
Guinea,All,2021.01.14,55,638,0
Guinea,All,2021.01.14,60,477,0
Guinea,All,2021.01.14,65,353,0
Guinea,All,2021.01.14,70,228,0
Guinea,All,2021.01.14,75,182,0
Guinea,All,2021.01.14,80,123,0
Guinea,All,2021.01.14,85,60,0
Guinea,All,2021.01.14,90,19,0
Guinea,All,2021.01.14,95,3,0
Guinea,All,2021.01.14,100,0,0
Haiti,All,2021.06.06,0,187,5
Haiti,All,2021.06.06,5,200,5
Haiti,All,2021.06.06,10,246,2
Haiti,All,2021.06.06,15,451,2
Haiti,All,2021.06.06,20,1071,7
Haiti,All,2021.06.06,25,1923,10
Haiti,All,2021.06.06,30,2256,9
Haiti,All,2021.06.06,35,2160,13
Haiti,All,2021.06.06,40,1686,20
Haiti,All,2021.06.06,45,1268,23
Haiti,All,2021.06.06,50,1072,28
Haiti,All,2021.06.06,55,933,33
Haiti,All,2021.06.06,60,802,34
Haiti,All,2021.06.06,65,675,35
Haiti,All,2021.06.06,70,454,33
Haiti,All,2021.06.06,75,334,32
Haiti,All,2021.06.06,80,196,22
Haiti,All,2021.06.06,85,98,14
Haiti,All,2021.06.06,90,40,7
Haiti,All,2021.06.06,95,14,3
Haiti,All,2021.06.06,100,3,1
Honduras,All,2021.04.21,0,1571,3
Honduras,All,2021.04.21,5,2569,5
Honduras,All,2021.04.21,10,5357,1
Honduras,All,2021.04.21,15,11409,4
Honduras,All,2021.04.21,20,20086,30
Honduras,All,2021.04.21,25,24288,67
Honduras,All,2021.04.21,30,23221,113
Honduras,All,2021.04.21,35,20732,180
Honduras,All,2021.04.21,40,18658,252
Honduras,All,2021.04.21,45,16707,319
Honduras,All,2021.04.21,50,14941,398
Honduras,All,2021.04.21,55,12218,487
Honduras,All,2021.04.21,60,9840,608
Honduras,All,2021.04.21,65,7878,688
Honduras,All,2021.04.21,70,5479,606
Honduras,All,2021.04.21,75,3519,474
Honduras,All,2021.04.21,80,2116,343
Honduras,All,2021.04.21,85,1139,222
Honduras,All,2021.04.21,90,494,115
Honduras,All,2021.04.21,95,158,44
Honduras,All,2021.04.21,100,25,8
Hungary,All,2021.06.14,0,0,2
Hungary,All,2021.06.14,5,0,0
Hungary,All,2021.06.14,10,0,1
Hungary,All,2021.06.14,15,0,6
Hungary,All,2021.06.14,20,0,23
Hungary,All,2021.06.14,25,0,69
Hungary,All,2021.06.14,30,0,85
Hungary,All,2021.06.14,35,0,147
Hungary,All,2021.06.14,40,0,317
Hungary,All,2021.06.14,45,0,539
Hungary,All,2021.06.14,50,0,919
Hungary,All,2021.06.14,55,0,1400
Hungary,All,2021.06.14,60,0,2406
Hungary,All,2021.06.14,65,0,3825
Hungary,All,2021.06.14,70,0,4354
Hungary,All,2021.06.14,75,0,4901
Hungary,All,2021.06.14,80,0,4807
Hungary,All,2021.06.14,85,0,3795
Hungary,All,2021.06.14,90,0,1850
Hungary,All,2021.06.14,95,0,451
Hungary,All,2021.06.14,100,0,28
Iceland,All,2021.06.11,0,700,0
Iceland,All,2021.06.11,5,729,0
Iceland,All,2021.06.11,10,729,0
Iceland,All,2021.06.11,15,678,0
Iceland,All,2021.06.11,20,782,0
Iceland,All,2021.06.11,25,962,0
Iceland,All,2021.06.11,30,916,0
Iceland,All,2021.06.11,35,961,1
Iceland,All,2021.06.11,40,957,0
Iceland,All,2021.06.11,45,908,0
Iceland,All,2021.06.11,50,794,0
Iceland,All,2021.06.11,55,729,1
Iceland,All,2021.06.11,60,619,2
Iceland,All,2021.06.11,65,426,3
Iceland,All,2021.06.11,70,263,4
Iceland,All,2021.06.11,75,151,5
Iceland,All,2021.06.11,80,100,12
Iceland,All,2021.06.11,85,80,15
Iceland,All,2021.06.11,90,49,8
Iceland,All,2021.06.11,95,15,3
Iceland,All,2021.06.11,100,3,0
India,All,2020.10.02,0,109337,228
India,All,2020.10.02,5,146500,54
India,All,2020.10.02,10,188822,173
India,All,2020.10.02,15,298651,271
India,All,2020.10.02,20,641160,771
India,All,2020.10.02,25,828385,1151
India,All,2020.10.02,30,779858,2118
India,All,2020.10.02,35,706148,3291
India,All,2020.10.02,40,590545,4877
India,All,2020.10.02,45,566712,8277
India,All,2020.10.02,50,465114,10461
India,All,2020.10.02,55,407005,13329
India,All,2020.10.02,60,281083,14295
India,All,2020.10.02,65,210505,14230
India,All,2020.10.02,70,127089,11916
India,All,2020.10.02,75,65971,7430
India,All,2020.10.02,80,35196,4584
India,All,2020.10.02,85,17076,2313
India,All,2020.10.02,90,5405,890
India,All,2020.10.02,95,1474,184
India,All,2020.10.02,100,184,21
Indonesia,All,2021.06.14,0,45023,265
Indonesia,All,2021.06.14,5,56745,142
Indonesia,All,2021.06.14,10,74101,111
Indonesia,All,2021.06.14,15,118334,177
Indonesia,All,2021.06.14,20,176257,404
Indonesia,All,2021.06.14,25,202589,777
Indonesia,All,2021.06.14,30,192195,1161
Indonesia,All,2021.06.14,35,190386,1723
Indonesia,All,2021.06.14,40,178805,2515
Indonesia,All,2021.06.14,45,179378,4298
Indonesia,All,2021.06.14,50,163429,6818
Indonesia,All,2021.06.14,55,124239,8328
Indonesia,All,2021.06.14,60,82912,7768
Indonesia,All,2021.06.14,65,49527,5741
Indonesia,All,2021.06.14,70,31149,4135
Indonesia,All,2021.06.14,75,22617,3304
Indonesia,All,2021.06.14,80,16593,2636
Indonesia,All,2021.06.14,85,9237,1604
Indonesia,All,2021.06.14,90,4628,892
Indonesia,All,2021.06.14,95,1231,267
Indonesia,All,2021.06.14,100,162,39
Iraq,All,2020.05.24,0,148,0
Iraq,All,2020.05.24,5,194,0
Iraq,All,2020.05.24,10,231,0
Iraq,All,2020.05.24,15,293,0
Iraq,All,2020.05.24,20,369,0
Iraq,All,2020.05.24,25,422,1
Iraq,All,2020.05.24,30,436,3
Iraq,All,2020.05.24,35,405,5
Iraq,All,2020.05.24,40,379,9
Iraq,All,2020.05.24,45,372,14
Iraq,All,2020.05.24,50,365,21
Iraq,All,2020.05.24,55,258,21
Iraq,All,2020.05.24,60,174,16
Iraq,All,2020.05.24,65,168,20
Iraq,All,2020.05.24,70,106,18
Iraq,All,2020.05.24,75,76,16
Iraq,All,2020.05.24,80,30,6
Iraq,All,2020.05.24,85,11,3
Iraq,All,2020.05.24,90,2,1
Iraq,All,2020.05.24,95,0,0
Iraq,All,2020.05.24,100,0,0
Ireland,All,2020.05.24,0,145,0
Ireland,All,2020.05.24,5,113,0
Ireland,All,2020.05.24,10,177,0
Ireland,All,2020.05.24,15,509,0
Ireland,All,2020.05.24,20,1284,1
Ireland,All,2020.05.24,25,1974,1
Ireland,All,2020.05.24,30,2164,3
Ireland,All,2020.05.24,35,2209,4
Ireland,All,2020.05.24,40,2121,6
Ireland,All,2020.05.24,45,2222,9
Ireland,All,2020.05.24,50,2196,13
Ireland,All,2020.05.24,55,1881,21
Ireland,All,2020.05.24,60,1280,36
Ireland,All,2020.05.24,65,889,67
Ireland,All,2020.05.24,70,865,125
Ireland,All,2020.05.24,75,999,194
Ireland,All,2020.05.24,80,1226,267
Ireland,All,2020.05.24,85,1171,277
Ireland,All,2020.05.24,90,761,200
Ireland,All,2020.05.24,95,317,93
Ireland,All,2020.05.24,100,57,18
Isle of Man,All,2021.03.01,0,9,0
Isle of Man,All,2021.03.01,5,12,0
Isle of Man,All,2021.03.01,10,16,0
Isle of Man,All,2021.03.01,15,22,0
Isle of Man,All,2021.03.01,20,29,0
Isle of Man,All,2021.03.01,25,33,0
Isle of Man,All,2021.03.01,30,36,0
Isle of Man,All,2021.03.01,35,36,0
Isle of Man,All,2021.03.01,40,38,0
Isle of Man,All,2021.03.01,45,41,0
Isle of Man,All,2021.03.01,50,46,0
Isle of Man,All,2021.03.01,55,42,0
Isle of Man,All,2021.03.01,60,31,0
Isle of Man,All,2021.03.01,65,18,0
Isle of Man,All,2021.03.01,70,13,0
Isle of Man,All,2021.03.01,75,10,0
Isle of Man,All,2021.03.01,80,10,0
Isle of Man,All,2021.03.01,85,9,0
Isle of Man,All,2021.03.01,90,9,0
Isle of Man,All,2021.03.01,95,8,0
Isle of Man,All,2021.03.01,100,7,0
Israel,All,2021.04.18,0,59160,1
Israel,All,2021.04.18,5,72194,1
Israel,All,2021.04.18,10,79925,3
Israel,All,2021.04.18,15,85079,5
Israel,All,2021.04.18,20,84776,12
Israel,All,2021.04.18,25,72747,18
Israel,All,2021.04.18,30,61760,20
Israel,All,2021.04.18,35,54134,28
Israel,All,2021.04.18,40,50896,45
Israel,All,2021.04.18,45,47158,75
Israel,All,2021.04.18,50,39464,131
Israel,All,2021.04.18,55,32678,223
Israel,All,2021.04.18,60,25490,345
Israel,All,2021.04.18,65,21360,584
Israel,All,2021.04.18,70,15183,813
Israel,All,2021.04.18,75,8534,793
Israel,All,2021.04.18,80,6602,923
Israel,All,2021.04.18,85,5307,996
Israel,All,2021.04.18,90,3345,804
Israel,All,2021.04.18,95,1380,421
Israel,All,2021.04.18,100,218,83
Italy,All,2021.06.14,0,93140,3
Italy,All,2021.06.14,5,138843,5
Italy,All,2021.06.14,10,186886,5
Italy,All,2021.06.14,15,220633,9
Italy,All,2021.06.14,20,243550,23
Italy,All,2021.06.14,25,256956,46
Italy,All,2021.06.14,30,258341,85
Italy,All,2021.06.14,35,268909,167
Italy,All,2021.06.14,40,312110,357
Italy,All,2021.06.14,45,366480,759
Italy,All,2021.06.14,50,388795,1554
Italy,All,2021.06.14,55,344886,2891
Italy,All,2021.06.14,60,260735,4892
Italy,All,2021.06.14,65,205410,8077
